source	target	interaction	symmetry	weight	negation
at4g14455	at5g27370	ppi	symmetrical	1.0	affirmative
at3g06430	at3g14180	ppi	symmetrical	1.0	affirmative
at2g26180	at5g64813	ppi	symmetrical	1.0	affirmative
at1g06890	at4g30850	ppi	symmetrical	1.0	affirmative
at2g38620	at3g54180	ppi	symmetrical	1.0	affirmative
at1g09530	at1g66350	ppi	symmetrical	1.0	affirmative
at1g59730	at3g15710	ppi	symmetrical	1.0	affirmative
at3g08040	at5g14210	ppi	symmetrical	1.0	affirmative
at2g20180	at5g50740	inhibition	asymmetrical	1.1303493225	affirmative
at1g34470	at4g37445	ppi	symmetrical	1.0	affirmative
at3g59740	at4g20790	ppi	symmetrical	1.0	affirmative
at2g29250	at3g08040	ppi	symmetrical	1.0	affirmative
at2g20180	at1g17745	inhibition	asymmetrical	1.0	affirmative
at1g11310	at3g18800	ppi	symmetrical	1.0	affirmative
at2g28315	at3g22845	ppi	symmetrical	1.0	affirmative
at1g21460	at4g14455	ppi	symmetrical	1.0	affirmative
at5g19010	at3g03450	phosphorylation	asymmetrical	1.0	affirmative
at1g30860	at5g09810	ppi	symmetrical	1.0	affirmative
at1g12110	at1g47640	ppi	symmetrical	1.0	affirmative
at1g07860	at3g62400	ppi	symmetrical	1.0	affirmative
at1g51800	at3g08040	ppi	symmetrical	1.4707395005000001	affirmative
at4g28700	at5g59650	ppi	symmetrical	1.0	affirmative
at1g51500	at2g27030	ppi	symmetrical	1.0	affirmative
at2g24220	at3g12180	ppi	symmetrical	1.0	affirmative
at3g06720	at3g48150	ppi	symmetrical	1.0	affirmative
at1g21240	at1g69640	ppi	symmetrical	1.0	affirmative
at2g20180	at1g76700	positive_regulation	asymmetrical	1.0	affirmative
at1g20260	at2g33670	ppi	symmetrical	1.0	affirmative
at1g30860	at3g60360	ppi	symmetrical	1.0	affirmative
at1g43800	at3g59420	ppi	symmetrical	1.0	affirmative
at5g58560	at5g63030	ppi	symmetrical	1.0	affirmative
at1g15570	at5g48385	ppi	symmetrical	1.0	affirmative
at1g21240	at2g04360	ppi	symmetrical	1.0	affirmative
at1g47640	at4g11470	ppi	symmetrical	1.45530292	affirmative
at3g08040	at4g34440	ppi	symmetrical	1.0	affirmative
at1g11940	at3g59730	ppi	symmetrical	1.0	affirmative
at2g38750	at4g30840	ppi	symmetrical	0.0	affirmative
at2g27970	at4g11920	ppi	symmetrical	1.0	affirmative
at2g29410	at4g35950	ppi	symmetrical	1.0	affirmative
at1g71380	at4g22910	ppi	symmetrical	1.0	affirmative
at3g13175	at5g59500	ppi	symmetrical	1.0	affirmative
at1g63110	at5g19570	ppi	symmetrical	1.0	affirmative
at1g20930	at5g21274	ppi	symmetrical	1.0	affirmative
at1g34640	at4g03600	ppi	symmetrical	1.0	affirmative
at2g20180	at1g70840	positive_regulation	asymmetrical	1.0	affirmative
at4g01450	at5g49990	ppi	symmetrical	1.0	affirmative
at1g22920	at2g41730	ppi	symmetrical	1.0	affirmative
at2g02560	at3g47620	ppi	symmetrical	1.0	affirmative
at1g06225	at1g17280	ppi	symmetrical	1.0	affirmative
at2g20180	at5g42190	positive_regulation	asymmetrical	1.0	affirmative
at1g01070	at3g57650	ppi	symmetrical	1.0	affirmative
at3g61460	at5g06320	ppi	symmetrical	0.0	affirmative
at3g45640	at1g35510	phosphorylation	asymmetrical	1.0	affirmative
at1g21240	at2g39890	ppi	symmetrical	1.0	affirmative
at3g59090	at5g42980	ppi	symmetrical	1.0	affirmative
at1g63110	at5g27370	ppi	symmetrical	1.0	affirmative
at5g06100	at5g24130	ppi	symmetrical	1.0	affirmative
at1g29060	at2g01820	ppi	symmetrical	1.0	affirmative
at1g13270	at5g47530	ppi	symmetrical	1.0	affirmative
at3g48150	at4g13640	ppi	symmetrical	1.0	affirmative
at1g66370	at4g09820	ppi	symmetrical	1.0	affirmative
at1g69480	at4g16515	ppi	symmetrical	1.0	affirmative
at1g20760	at2g36530	ppi	symmetrical	1.0	affirmative
at1g77390	at5g13840	ppi	symmetrical	1.0	affirmative
at2g43790	at4g28640	phosphorylation	asymmetrical	1.0	affirmative
at3g12180	at5g45780	ppi	symmetrical	1.0	affirmative
at1g51660	at2g18660	regulation	asymmetrical	2.401835339	affirmative
at3g61160	at5g21274	ppi	symmetrical	1.0	affirmative
at1g32410	at5g06320	ppi	symmetrical	1.0	affirmative
at3g02150	at4g35770	ppi	symmetrical	1.0	affirmative
at2g35940	at5g49210	ppi	symmetrical	1.0	affirmative
at1g11450	at3g25805	ppi	symmetrical	1.0	affirmative
at3g52340	at5g66720	ppi	symmetrical	1.0	affirmative
at4g05370	at5g13720	ppi	symmetrical	1.0	affirmative
at1g09530	at3g55120	positive_regulation	asymmetrical	1.0	affirmative
at4g37680	at5g06530	ppi	symmetrical	1.0	affirmative
at1g80670	at5g02500	ppi	symmetrical	1.0	affirmative
at1g17280	at1g30360	ppi	symmetrical	1.0	affirmative
at2g02020	at2g41705	ppi	symmetrical	1.0	affirmative
at2g29250	at5g19570	ppi	symmetrical	1.0	affirmative
at1g47530	at4g14455	ppi	symmetrical	1.0	affirmative
at4g18960	at5g22570	positive_regulation	asymmetrical	1.0	affirmative
at3g63260	at4g31340	ppi	symmetrical	1.0	affirmative
at4g17340	at4g19030	ppi	symmetrical	1.0	affirmative
at1g48210	at5g59650	ppi	symmetrical	1.0	affirmative
at1g20930	at3g22310	ppi	symmetrical	1.0	affirmative
at3g03210	at4g30850	ppi	symmetrical	1.0	affirmative
at2g20180	at5g06190	inhibition	asymmetrical	1.0	affirmative
at2g46130	at5g37780	ppi	symmetrical	1.0	affirmative
at3g18800	at3g59700	ppi	symmetrical	1.0	affirmative
at1g17280	at2g41050	ppi	symmetrical	1.0	affirmative
at5g06320	at5g13580	ppi	symmetrical	1.0	affirmative
at2g31360	at5g06100	ppi	symmetrical	1.0	affirmative
at1g69670	at5g20090	ppi	symmetrical	1.0	affirmative
at4g20790	at5g60880	ppi	symmetrical	1.0	affirmative
at1g21240	at4g16620	ppi	symmetrical	1.0	affirmative
at5g24660	at5g38420	ppi	symmetrical	1.0	affirmative
at3g53420	at4g11830	ppi	symmetrical	0.0	affirmative
at1g21240	at4g11470	ppi	symmetrical	1.45530292	affirmative
at2g32380	at5g27370	ppi	symmetrical	1.0	affirmative
at2g35620	at3g66654	ppi	symmetrical	1.0	affirmative
at3g42725	at4g19030	ppi	symmetrical	1.0	affirmative
at2g41400	at4g32250	ppi	symmetrical	1.0	affirmative
at3g11630	at5g13530	ppi	symmetrical	1.0	affirmative
at1g59730	at4g24460	ppi	symmetrical	1.0	affirmative
at1g76185	at2g33330	ppi	symmetrical	1.0	affirmative
at2g20130	at5g06320	ppi	symmetrical	1.0	affirmative
at5g06320	at5g13400	ppi	symmetrical	1.0	affirmative
at1g17280	at5g24010	ppi	symmetrical	1.0	affirmative
at3g45640	at3g63330	phosphorylation	asymmetrical	1.0	affirmative
at2g32710	at5g10440	ppi	symmetrical	1.0	affirmative
at4g39050	at5g57910	ppi	symmetrical	1.0	affirmative
at1g01620	at5g21920	ppi	symmetrical	1.0	affirmative
at4g17730	at4g34460	ppi	symmetrical	1.0	affirmative
at1g63120	at3g06170	ppi	symmetrical	1.0	affirmative
at1g21240	at5g38560	ppi	symmetrical	1.0	affirmative
at2g22425	at5g19570	ppi	symmetrical	1.0	affirmative
at1g21240	at5g60270	ppi	symmetrical	1.0	affirmative
at2g01970	at3g18800	ppi	symmetrical	1.0	affirmative
at3g08040	at4g04540	ppi	symmetrical	1.0	affirmative
at2g20180	at1g72770	positive_regulation	asymmetrical	1.0	affirmative
at3g59090	at5g37050	ppi	symmetrical	1.0	affirmative
at1g70280	at3g23000	ppi	symmetrical	1.0	affirmative
at2g38300	at4g17680	ppi	symmetrical	1.0	affirmative
at4g00350	at5g49540	ppi	symmetrical	1.0	affirmative
at5g59650	at5g61570	ppi	symmetrical	1.0	affirmative
at1g80865	at4g22830	ppi	symmetrical	1.0	affirmative
at4g34160	at5g62270	ppi	symmetrical	1.0	affirmative
at2g20180	at1g06760	positive_regulation	asymmetrical	1.0	affirmative
at3g08040	at4g26580	ppi	symmetrical	1.0	affirmative
at1g03950	at1g21210	ppi	symmetrical	1.0	affirmative
at4g18195	at5g37780	ppi	symmetrical	1.0	affirmative
at4g18960	at5g60910	ppi	symmetrical	1.0	affirmative
at1g11050	at1g29060	ppi	symmetrical	1.0	affirmative
at4g23650	at5g11070	ppi	symmetrical	1.0	affirmative
at2g25810	at5g59650	ppi	symmetrical	1.0	affirmative
at3g47220	at4g30850	ppi	symmetrical	1.0	affirmative
at4g37680	at5g43460	ppi	symmetrical	1.0	affirmative
at1g21240	at3g60220	ppi	symmetrical	1.0	affirmative
at3g45870	at5g59650	ppi	symmetrical	1.0	affirmative
at1g71230	at4g26640	ppi	symmetrical	1.0	affirmative
at1g21870	at1g59730	ppi	symmetrical	1.0	affirmative
at5g02620	at5g06100	ppi	symmetrical	1.0	affirmative
at2g20180	at1g26270	inhibition	asymmetrical	1.0	affirmative
at3g18800	at5g03180	ppi	symmetrical	1.0	affirmative
at4g29810	at1g68840	regulation	asymmetrical	1.0	affirmative
at1g69460	at3g54020	ppi	symmetrical	1.0	affirmative
at1g14660	at3g10640	ppi	symmetrical	1.0	affirmative
at3g02880	at4g30850	ppi	symmetrical	1.0	affirmative
at1g63120	at4g15620	ppi	symmetrical	0.0	affirmative
at3g03210	at3g26350	ppi	symmetrical	1.0	affirmative
at1g66410	at3g56070	ppi	symmetrical	1.0	affirmative
at3g20770	at5g25350	ppi	symmetrical	1.0	affirmative
at1g06070	at5g65430	ppi	symmetrical	1.0	affirmative
at5g13790	at4g34160	positive_regulation	asymmetrical	1.0	affirmative
at3g51920	at5g41200	ppi	symmetrical	1.55206211	affirmative
at2g35710	at3g12180	ppi	symmetrical	1.0	affirmative
at2g20180	at2g32730	inhibition	asymmetrical	1.0	affirmative
at3g66654	at4g39030	ppi	symmetrical	1.0	affirmative
at2g48010	at5g37780	ppi	symmetrical	1.0	affirmative
at4g04850	at4g34460	ppi	symmetrical	1.0	affirmative
at1g63110	at5g49130	ppi	symmetrical	1.0	affirmative
at3g13175	at5g43460	ppi	symmetrical	1.0	affirmative
at3g53510	at5g37050	ppi	symmetrical	1.0	affirmative
at3g18800	at5g06530	ppi	symmetrical	1.0	affirmative
at2g04040	at5g63030	ppi	symmetrical	1.0	affirmative
at1g14670	at3g13175	ppi	symmetrical	1.0	affirmative
at1g14360	at3g55090	ppi	symmetrical	1.0	affirmative
at3g12180	at3g26780	ppi	symmetrical	1.0	affirmative
at1g29060	at5g59670	ppi	symmetrical	1.0	affirmative
at1g29060	at3g62400	ppi	symmetrical	1.0	affirmative
at2g20180	at5g53210	inhibition	asymmetrical	1.0	affirmative
at4g04540	at5g49540	ppi	symmetrical	1.0	affirmative
at3g50000	at2g46830	positive_regulation	asymmetrical	1.0	affirmative
at2g36305	at5g55930	ppi	symmetrical	1.0	affirmative
at1g49200	at4g04540	ppi	symmetrical	1.0	affirmative
at3g06100	at3g18800	ppi	symmetrical	1.0	affirmative
at1g10940	at5g25350	ppi	symmetrical	1.0	affirmative
at4g04570	at4g14640	ppi	symmetrical	1.0	affirmative
at5g06100	at5g11870	ppi	symmetrical	1.0	affirmative
at2g36010/at5g02470	at1g69770	positive_regulation	asymmetrical	1.0	affirmative
at2g07040	at4g34440	ppi	symmetrical	1.0	affirmative
at2g22180	at3g59730	ppi	symmetrical	1.0	affirmative
at1g10090	at4g18700	ppi	symmetrical	1.0	affirmative
at1g06225	at1g29060	ppi	symmetrical	1.0	affirmative
at1g51170	at2g46700	ppi	symmetrical	1.0	affirmative
at1g57980	at4g30850	ppi	symmetrical	1.0	affirmative
at5g13790	at3g54820	positive_regulation	asymmetrical	0.0	affirmative
at3g17440	at5g49540	ppi	symmetrical	1.0	affirmative
at3g52850	at4g37370	ppi	symmetrical	1.0	affirmative
at4g30850	at4g31340	ppi	symmetrical	1.0	affirmative
at1g63120	at2g33580	ppi	symmetrical	1.0	affirmative
at5g47750	at1g70940	phosphorylation	asymmetrical	0.0	affirmative
at2g41705	at5g17210	ppi	symmetrical	1.0	affirmative
at1g29060	at1g36050	ppi	symmetrical	1.0	affirmative
at3g13550	at4g27960	ppi	symmetrical	1.0	affirmative
at4g28980	at1g73690	phosphorylation	asymmetrical	1.0	affirmative
at3g13950	at4g25360	ppi	symmetrical	1.0	affirmative
at2g43790	at5g05610	phosphorylation	asymmetrical	1.0	affirmative
at2g23790	at4g20790	ppi	symmetrical	1.0	affirmative
at3g43810	at4g23170	ppi	symmetrical	1.0	affirmative
at1g34640	at3g46280	ppi	symmetrical	0.0	affirmative
at4g25360	at5g19060	ppi	symmetrical	1.0	affirmative
at3g59790	at4g23150	phosphorylation	asymmetrical	1.0	affirmative
at2g25600	at3g21630	ppi	symmetrical	1.154636283	affirmative
at1g07860	at1g72300	ppi	symmetrical	1.0	affirmative
at5g41940	at5g41990	ppi	symmetrical	1.0	affirmative
at1g01240	at5g01820	ppi	symmetrical	1.0	affirmative
at3g08040	at5g62850	ppi	symmetrical	1.0	affirmative
at2g41350	at5g65683	ppi	symmetrical	1.0	affirmative
at4g01410	at4g19700	ppi	symmetrical	1.0	affirmative
at3g22840	at5g63030	ppi	symmetrical	1.0	affirmative
at5g40440	at5g20790	regulation	asymmetrical	1.0	affirmative
at3g06720	at4g25920	ppi	symmetrical	1.0	affirmative
at1g35720	at1g47220	ppi	symmetrical	1.0	affirmative
at2g30540	at4g32570	ppi	symmetrical	1.0	affirmative
at1g10090	at4g36830	ppi	symmetrical	0.0	affirmative
at1g65690	at3g46280	ppi	symmetrical	1.3016236145	affirmative
at2g01760	at3g29350	ppi	symmetrical	1.0	affirmative
at2g01950	at5g38410	ppi	symmetrical	1.0	affirmative
at2g17290	at1g12480	positive_regulation	asymmetrical	1.0	affirmative
at3g59790	at3g13920	phosphorylation	asymmetrical	1.0	affirmative
at5g37050	at5g43760	ppi	symmetrical	1.0	affirmative
at2g20180	at1g43700	positive_regulation	asymmetrical	1.0	affirmative
at2g32380	at4g19030	ppi	symmetrical	1.0	affirmative
at1g47640	at3g56950	ppi	symmetrical	1.0	affirmative
at1g32310	at2g18290	ppi	symmetrical	1.0	affirmative
at1g11330	at1g14700	ppi	symmetrical	1.3075416695	affirmative
at1g16330	at2g38620	ppi	symmetrical	1.0	affirmative
at2g46800	at5g59650	ppi	symmetrical	1.0	affirmative
at3g57400	at4g03820	ppi	symmetrical	1.0	affirmative
at3g54020	at3g59740	ppi	symmetrical	1.0	affirmative
at1g21240	at1g63430	ppi	symmetrical	1.0	affirmative
at1g29060	at4g11470	ppi	symmetrical	1.45530292	affirmative
at2g39360	at5g37050	ppi	symmetrical	1.0	affirmative
at3g56100	at4g24540	ppi	symmetrical	1.0	affirmative
at3g45640	at1g34670	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at5g66110	positive_regulation	asymmetrical	1.0	affirmative
at1g49200	at3g20600	ppi	symmetrical	1.0	affirmative
at5g03345	at5g63050	ppi	symmetrical	1.0	affirmative
at1g06680	at1g21250	ppi	symmetrical	1.0	affirmative
at3g01090	at3g48360	regulation	asymmetrical	1.0	affirmative
at3g13710	at3g15730	ppi	symmetrical	1.0	affirmative
at1g51880	at4g37680	ppi	symmetrical	1.0	affirmative
at3g18800	at5g57685	ppi	symmetrical	1.0	affirmative
at1g17280	at1g23080	ppi	symmetrical	1.0	affirmative
at2g02960	at5g06320	ppi	symmetrical	1.0	affirmative
at3g08040	at3g56370	ppi	symmetrical	1.0	affirmative
at2g42790	at4g17760	ppi	symmetrical	1.0	affirmative
at1g21240	at5g07475	ppi	symmetrical	1.0	affirmative
at1g74370	at4g30850	ppi	symmetrical	1.0	affirmative
at4g11330	at2g26960	phosphorylation	asymmetrical	1.0	affirmative
at1g34640	at5g27060	ppi	symmetrical	1.0	affirmative
at2g22425	at2g39510	ppi	symmetrical	1.0	affirmative
at3g26110	at4g37680	ppi	symmetrical	1.0	affirmative
at3g17000	at5g43420	ppi	symmetrical	1.0	affirmative
at1g19850	at1g52830	ppi	symmetrical	1.0	affirmative
at3g28180	at3g45870	ppi	symmetrical	1.0	affirmative
at1g29060	at2g24630	ppi	symmetrical	1.0	affirmative
at3g45640	at5g48670	phosphorylation	asymmetrical	1.0	affirmative
at3g06100	at4g30850	ppi	symmetrical	1.0	affirmative
at2g26180	at2g36830	ppi	symmetrical	0.0	affirmative
at3g08530	at5g67620	ppi	symmetrical	1.0	affirmative
at2g39480	at3g54260	ppi	symmetrical	1.0	affirmative
at1g13870	at3g17020	ppi	symmetrical	1.0	affirmative
at2g04630	at3g47620	ppi	symmetrical	1.0	affirmative
at3g22840	at3g54260	ppi	symmetrical	1.0	affirmative
at3g48890	at4g13770	ppi	symmetrical	1.0	affirmative
at1g09960	at1g22710	ppi	symmetrical	1.0	affirmative
at1g27290	at5g16150	ppi	symmetrical	1.0	affirmative
at1g80300	at2g42580	ppi	symmetrical	1.0	affirmative
at1g22920	at4g38960	ppi	symmetrical	1.0	affirmative
at3g18800	at5g17010	ppi	symmetrical	1.0	affirmative
at1g71480	at5g07110	ppi	symmetrical	0.0	affirmative
at1g58520	at3g11110	ppi	symmetrical	1.0	affirmative
at3g45640	at5g54430	ppi	symmetrical	1.0	affirmative
at1g01230	at5g41600	ppi	symmetrical	1.0	affirmative
at3g14770	at3g18800	ppi	symmetrical	1.0	affirmative
at2g37360	at4g19700	ppi	symmetrical	1.0	affirmative
at1g14020	at1g30360	ppi	symmetrical	1.0	affirmative
at1g71900	at2g26180	ppi	symmetrical	1.0	affirmative
at3g26900	at4g25200	ppi	symmetrical	1.0	affirmative
at1g10030	at4g28580	ppi	symmetrical	1.0	affirmative
at1g25320	at3g17000	ppi	symmetrical	1.0	affirmative
at1g77350	at4g31840	ppi	symmetrical	1.0	affirmative
at1g21010	at4g34440	ppi	symmetrical	1.0	affirmative
at2g28315	at5g27370	ppi	symmetrical	1.0	affirmative
at1g65690	at4g18197	ppi	symmetrical	1.0	affirmative
at2g31920	at5g43080	ppi	symmetrical	1.0	affirmative
at1g59560	at3g66654	ppi	symmetrical	1.0	affirmative
at1g65690	at5g59500	ppi	symmetrical	1.3016236145	affirmative
at2g43690	at3g12180	ppi	symmetrical	1.0	affirmative
at3g13175	at5g59740	ppi	symmetrical	1.0	affirmative
at1g59580	at3g20530	phosphorylation	asymmetrical	1.0	affirmative
at4g01370	at2g05260	phosphorylation	asymmetrical	1.0	affirmative
at1g05200	at5g49540	ppi	symmetrical	1.0	affirmative
at4g11330	at4g08250	phosphorylation	asymmetrical	1.0	affirmative
at1g44920	at1g54540	ppi	symmetrical	1.0	affirmative
at1g61420	at4g20790	ppi	symmetrical	1.0	affirmative
at1g61610	at5g06320	ppi	symmetrical	1.0	affirmative
at2g44950	at3g54826	ppi	symmetrical	1.0	affirmative
at3g19050	at5g20990	ppi	symmetrical	1.0	affirmative
at2g26300	at4g17730	ppi	symmetrical	1.0	affirmative
at1g29330	at5g37050	ppi	symmetrical	1.0	affirmative
at1g14990	at1g30080	ppi	symmetrical	1.0	affirmative
at3g44050	at5g16970	ppi	symmetrical	1.0	affirmative
at1g72770	at4g23650	ppi	symmetrical	1.0	affirmative
at1g34570	at4g19210	ppi	symmetrical	1.0	affirmative
at1g04310	at5g41800	ppi	symmetrical	1.0	affirmative
at1g17840	at3g13175	ppi	symmetrical	1.0	affirmative
at1g71330	at3g54020	ppi	symmetrical	1.0	affirmative
at1g08890	at4g05370	ppi	symmetrical	1.0	affirmative
at1g57680	at4g14455	ppi	symmetrical	1.0	affirmative
at1g32640	at4g28910	ppi	symmetrical	1.0	affirmative
at3g06110	at2g43790	dephosphorylation	asymmetrical	1.0	affirmative
at2g16030	at4g20140	ppi	symmetrical	1.0	affirmative
at4g14455	at4g28210	ppi	symmetrical	1.0	affirmative
at1g55230	at2g41400	ppi	symmetrical	1.0	affirmative
at1g56280	at3g26090	ppi	symmetrical	1.0	affirmative
at3g08040	at3g14860	ppi	symmetrical	1.0	affirmative
at3g66654	at4g16480	ppi	symmetrical	1.0	affirmative
at3g17000	at5g24010	ppi	symmetrical	1.0	affirmative
at2g04050	at5g49540	ppi	symmetrical	1.0	affirmative
at3g20600	at4g20140	ppi	symmetrical	1.0	affirmative
at1g07860	at2g15970	ppi	symmetrical	1.0	affirmative
at1g43560	at5g48930	ppi	symmetrical	1.0	affirmative
at1g57540	at5g37050	ppi	symmetrical	1.0	affirmative
at2g26180	at5g27210	ppi	symmetrical	1.0	affirmative
at3g25805	at3g59700	ppi	symmetrical	1.0	affirmative
at3g66654	at5g62230	ppi	symmetrical	1.0	affirmative
at1g06225	at4g04860	ppi	symmetrical	1.0	affirmative
at3g18800	at5g35870	ppi	symmetrical	1.0	affirmative
at2g28990	at5g11890	ppi	symmetrical	1.0	affirmative
at3g60820	at5g61010	ppi	symmetrical	1.304133225	affirmative
at2g20180	at1g15210	inhibition	asymmetrical	1.0	affirmative
at2g01420	at2g47600	ppi	symmetrical	0.0	affirmative
at2g30360	at4g01420	ppi	symmetrical	1.0	affirmative
at1g59580	at2g01430	phosphorylation	asymmetrical	1.0	affirmative
at5g14750	at2g46410	positive_regulation	asymmetrical	1.0	affirmative
at4g35580	at5g04160	ppi	symmetrical	1.0	affirmative
at1g23080	at3g17000	ppi	symmetrical	1.0	affirmative
at2g18170	at3g21630	phosphorylation	asymmetrical	1.154636283	affirmative
at3g06170	at5g03345	ppi	symmetrical	1.0	affirmative
at2g29980	at5g22290	ppi	symmetrical	1.0	affirmative
at1g22300	at1g64900	ppi	symmetrical	1.0	affirmative
at1g29060	at5g60750	ppi	symmetrical	1.0	affirmative
at3g20600	at5g19930	ppi	symmetrical	1.0	affirmative
at5g14210	at5g49890	ppi	symmetrical	1.0	affirmative
at2g20180	at3g02550	inhibition	asymmetrical	1.0	affirmative
at2g40180	at4g01370	ppi	symmetrical	1.0	affirmative
at1g34210	at1g70940	regulation	asymmetrical	0.0	affirmative
at1g47640	at2g23200	ppi	symmetrical	1.0	affirmative
at1g01610	at1g14700	ppi	symmetrical	1.0	affirmative
at1g01560	at3g50060	regulation	asymmetrical	1.0	affirmative
at3g20600	at5g16900	ppi	symmetrical	1.0	affirmative
at4g11330	at3g57390	phosphorylation	asymmetrical	1.0	affirmative
at1g66410	atmg00870	ppi	symmetrical	1.0	affirmative
at1g25320	at5g42980	ppi	symmetrical	1.0	affirmative
at1g63110	at4g30660	ppi	symmetrical	1.0	affirmative
at2g42390	at5g63030	ppi	symmetrical	1.0	affirmative
at1g12920	at2g42790	ppi	symmetrical	1.0	affirmative
at3g11220	at5g02530	ppi	symmetrical	1.0	affirmative
at2g35520	at5g03345	ppi	symmetrical	1.0	affirmative
at3g50000	at5g14170	ppi	symmetrical	1.0	affirmative
at2g47600	at4g04850	ppi	symmetrical	1.0	affirmative
at2g20180	at4g34590	inhibition	asymmetrical	1.0	affirmative
at1g23090	at3g25805	ppi	symmetrical	1.3292011565	affirmative
at3g18800	at5g64560	ppi	symmetrical	1.0	affirmative
at1g47640	at2g39360	ppi	symmetrical	1.0	affirmative
at1g34640	at2g42770	ppi	symmetrical	1.0	affirmative
at2g33670	at2g47800	ppi	symmetrical	1.0	affirmative
at2g47600	at5g41800	ppi	symmetrical	1.0	affirmative
at5g05190	at5g53060	ppi	symmetrical	1.0	affirmative
at2g02020	at4g23400	ppi	symmetrical	1.0	affirmative
at2g41705	at3g15710	ppi	symmetrical	1.0	affirmative
at2g16595	at3g50190	ppi	symmetrical	1.0	affirmative
at1g09270	at1g49620	ppi	symmetrical	1.0	affirmative
at3g25805	at5g49990	ppi	symmetrical	1.0	affirmative
at2g39530	at3g08040	ppi	symmetrical	1.0	affirmative
at5g05440	at5g57050	ppi	symmetrical	1.0	affirmative
at1g73080	at4g33430	ppi	symmetrical	1.0	affirmative
at5g47910	at5g63030	ppi	symmetrical	1.0	affirmative
at2g36330	at3g10640	ppi	symmetrical	1.0	affirmative
at2g42870	at2g43650	ppi	symmetrical	1.0	affirmative
at1g50290	at4g30850	ppi	symmetrical	0.0	affirmative
at2g26300	at3g61480	ppi	symmetrical	1.0	affirmative
at1g70610	at3g12180	ppi	symmetrical	1.0	affirmative
at1g01620	at3g63080	ppi	symmetrical	1.0	affirmative
at1g14440	at3g50890	ppi	symmetrical	1.0	affirmative
at1g34640	at5g57810	ppi	symmetrical	1.0	affirmative
at1g34640	at1g57990	ppi	symmetrical	0.0	affirmative
at2g43790	at3g26744	phosphorylation	asymmetrical	1.0	affirmative
at1g13580	at1g16170	ppi	symmetrical	1.0	affirmative
at3g55090	at4g01410	ppi	symmetrical	1.0	affirmative
at1g17280	at5g10530	ppi	symmetrical	1.0	affirmative
at3g25805	at3g59740	ppi	symmetrical	1.0	affirmative
at1g59580	at2g22670	phosphorylation	asymmetrical	1.0	affirmative
at3g11660	at4g11490	ppi	symmetrical	1.0	affirmative
at1g28230	at4g30850	ppi	symmetrical	1.0	affirmative
at3g11630	at4g14720	ppi	symmetrical	1.0	affirmative
at1g75020	at3g17000	ppi	symmetrical	1.0	affirmative
at1g14700	at4g04570	ppi	symmetrical	1.0	affirmative
at4g15620	at5g06100	ppi	symmetrical	0.0	affirmative
at3g08040	at4g11470	ppi	symmetrical	1.45530292	affirmative
at3g25805	at5g58560	ppi	symmetrical	1.0	affirmative
at2g34250	at4g25360	ppi	symmetrical	1.0	affirmative
at3g02150	at3g47620	ppi	symmetrical	1.0	affirmative
at3g45290	at5g49540	ppi	symmetrical	1.7286282205	affirmative
at1g48480	at4g30850	ppi	symmetrical	1.0	affirmative
at1g16860	at1g17280	ppi	symmetrical	1.0	affirmative
at1g61560	at5g63770	ppi	symmetrical	1.314355564	affirmative
at2g23093	at3g48890	ppi	symmetrical	1.0	affirmative
at1g11050	at2g41705	ppi	symmetrical	1.0	affirmative
at1g34640	at3g60220	ppi	symmetrical	0.0	affirmative
at3g25805	at5g15500	ppi	symmetrical	1.0	affirmative
at3g56950	at5g52240	ppi	symmetrical	1.0	affirmative
at5g37050	at5g66680	ppi	symmetrical	1.0	affirmative
at1g14700	at1g79670	ppi	symmetrical	1.0	affirmative
at5g08640	at5g42800	ppi	symmetrical	1.0	affirmative
at2g18790	at5g02810	ppi	symmetrical	1.0	affirmative
at3g12180	at5g19410	ppi	symmetrical	1.0	affirmative
at1g63110	at5g55630	ppi	symmetrical	1.0	affirmative
at2g43790	at2g26020	regulation	asymmetrical	0.0	affirmative
at1g10030	at4g19030	ppi	symmetrical	1.0	affirmative
at1g08920	at5g37050	ppi	symmetrical	1.0	affirmative
at4g17420	at4g20790	ppi	symmetrical	1.0	affirmative
at1g32350	at3g12180	ppi	symmetrical	1.0	affirmative
at2g41090	at3g50310	ppi	symmetrical	1.3502549295	affirmative
at1g17280	at3g05150	ppi	symmetrical	1.0	affirmative
at1g79680	at5g59650	ppi	symmetrical	1.0	affirmative
at2g01420	at4g18195	ppi	symmetrical	0.0	affirmative
at2g26180	at3g14770	ppi	symmetrical	1.0	affirmative
at5g11890	at5g58300	ppi	symmetrical	1.0	affirmative
at2g41705	at4g33940	ppi	symmetrical	1.0	affirmative
at4g22130	at5g37050	ppi	symmetrical	1.0	affirmative
at2g29180	at3g54260	ppi	symmetrical	1.0	affirmative
at3g26510	at4g09570	ppi	symmetrical	1.0	affirmative
at1g47240	at4g31840	ppi	symmetrical	1.0	affirmative
at1g20140	at4g24210	ppi	symmetrical	1.0	affirmative
at2g01820	at5g37050	ppi	symmetrical	1.0	affirmative
at3g59220	at4g22250	ppi	symmetrical	1.0	affirmative
at3g13320	at3g43810	ppi	symmetrical	1.0	affirmative
at1g49850	at2g19650	ppi	symmetrical	1.0	affirmative
